"package","firstDownload","lastDownload","totalDownloads"
"hqmisc","2014-03-11","2016-10-02",6040
"hqreg","2016-05-23","2016-10-02",713
"HRM","2016-05-04","2016-10-02",826
"hrr","2014-03-10","2016-10-02",6043
"HSAR","2016-05-24","2016-10-02",1209
"HSAUR","2015-07-28","2016-10-02",31944
"HSAUR2","2015-07-28","2016-10-02",29409
"HSAUR3","2015-07-29","2016-10-02",8245
"hsdar","2016-09-10","2016-10-02",371
"hSDM","2014-07-02","2016-10-02",6664
"hsicCCA","2013-03-15","2016-10-02",7860
"hsm","2016-06-09","2016-10-02",422
"hsmm","2013-04-26","2016-10-02",9434
"hsphase","2015-01-10","2016-10-02",4836
"HSROC","2015-02-10","2016-10-02",5526
"HSSVD","2014-12-04","2016-10-02",4824
"htdp","2016-09-19","2016-10-02",66
"htmltab","2016-05-28","2016-10-02",1783
"htmlTable","2016-07-25","2016-10-02",3630
"htmltidy","2016-09-11","2016-10-02",144
"htmltools","2016-03-21","2016-10-02",689677
"HTMLUtils","2015-01-17","2016-10-02",7418
"htmlwidgets","2016-08-02","2016-10-02",125254
"hts","2016-04-06","2016-10-02",3845
"HTSCluster","2016-05-26","2016-10-02",872
"httk","2016-02-04","2016-10-02",2193
"httpcache","2016-08-29","2016-10-02",398
"httpcode","2015-10-20","2016-10-02",2302
"httping","2016-01-03","2016-10-02",1827
"httpRequest","2014-09-29","2016-10-02",10325
"httpuv","2015-08-04","2016-10-02",603970
"httr","2016-07-03","2016-10-02",402196
"huge","2015-09-16","2016-10-02",37320
"HUM","2014-01-20","2016-10-02",7441
"humanFormat","2013-11-26","2016-10-02",7429
"humaniformat","2016-04-24","2016-10-02",876
"humarray","2016-07-15","2016-10-02",410
"humidity","2016-07-22","2016-10-02",277
"hunspell",NA,"2016-10-02",0
"HW.pval","2012-10-10","2016-10-02",8841
"hwde","2016-01-01","2016-10-02",2270
"HWEBayes","2013-12-18","2016-10-02",9053
"HWEintrinsic","2015-07-08","2016-10-02",3309
"hwriter","2014-09-10","2016-10-02",69257
"hwriterPlus","2014-01-15","2016-10-02",7357
"hwwntest","2015-01-13","2016-10-02",6133
"HWxtest","2016-01-14","2016-10-02",1836
"hybridEnsemble","2015-05-30","2016-10-02",3539
"hybridHclust","2015-07-22","2016-10-02",5183
"HybridMC","2012-10-06","2016-10-02",10163
"hybridModels","2016-01-20","2016-10-02",1127
"HydeNet","2016-07-08","2016-10-02",528
"hydroApps","2014-05-14","2016-10-02",6142
"hydrogeo","2016-07-09","2016-10-02",587
"hydroGOF","2014-02-04","2016-10-02",33736
"HydroMe","2013-05-04","2016-10-02",13207
"hydroPSO","2014-04-13","2016-10-02",11182
"hydrostats","2015-10-19","2016-10-02",2660
"hydroTSM","2014-01-23","2016-10-02",36262
"hyfo","2016-01-13","2016-10-02",1639
"hyper.fit","2016-08-02","2016-10-02",216
"HyperbolicDist","2012-10-06","2016-10-02",23346
"hyperdirichlet","2013-12-10","2016-10-02",9944
"hypergea","2016-09-10","2016-10-02",247
"hypergeo","2016-04-07","2016-10-02",10443
"hyperSMURF","2016-08-18","2016-10-02",173
"hyperSpec","2015-03-05","2016-10-02",8196
"hypervolume","2015-11-18","2016-10-02",4580
"hyphenatr","2016-03-18","2016-10-02",812
"HyPhy","2012-10-06","2016-10-02",11285
"hypoparsr","2016-09-06","2016-10-02",108
"hypothesestest","2012-10-10","2016-10-02",8313
"hypothesisr","2016-07-01","2016-10-02",404
"hysteresis","2015-01-23","2016-10-02",4706
"hzar","2013-09-23","2016-10-02",7941
"IalsaSynthesis","2015-09-02","2016-10-02",2441
"IAPWS95","2016-09-08","2016-10-02",96
"IASD","2015-09-04","2016-10-02",2804
"IAT","2016-04-30","2016-10-02",953
"IATscores","2015-05-20","2016-10-02",3015
"iBATCGH","2015-07-06","2016-10-02",2886
"ibd","2014-09-08","2016-10-02",6008
"IBDhaploRtools","2015-02-17","2016-10-02",4637
"IBDLabels","2015-02-17","2016-10-02",4098
"ibdreg","2013-04-20","2016-10-02",25545
"IBDsim","2016-04-28","2016-10-02",901
"ibeemd","2014-08-11","2016-10-02",5431
"ibelief","2015-07-16","2016-10-02",2905
"IBHM","2014-01-19","2016-10-02",7503
"ibm","2016-06-11","2016-10-02",461
"ibmcraftr","2016-08-12","2016-10-02",173
"ibmdbR","2015-12-10","2016-10-02",2772
"Iboot","2013-02-17","2016-10-02",8538
"ibr","2016-01-26","2016-10-02",1801
"IBrokers","2014-09-22","2016-10-02",14516
"iBUGS","2013-12-10","2016-10-02",7992
"ic.infer","2014-08-01","2016-10-02",16223
"iC10","2015-09-23","2016-10-02",4381
"iC10TrainingData","2014-09-26","2016-10-02",10724
"IC2","2012-10-10","2016-10-02",10679
"ic50","2012-10-10","2016-10-02",9750
"ica","2015-08-25","2016-10-02",3883
"ICAFF","2015-02-10","2016-10-02",4215
"icamix","2015-10-22","2016-10-02",2283
"icaOcularCorrection","2013-07-12","2016-10-02",8520
"ICAOD","2016-08-10","2016-10-02",219
"icapca","2014-10-20","2016-10-02",5071
"icarus","2016-04-19","2016-10-02",844
"ICBayes","2015-11-28","2016-10-02",1764
"ICC","2015-06-17","2016-10-02",9796
"ICC.Sample.Size","2015-09-04","2016-10-02",2584
"iccbeta","2014-11-25","2016-10-02",4790
"icd","2016-09-03","2016-10-02",264
"icd9","2016-04-15","2016-10-02",1236
"icdGLM","2016-07-22","2016-10-02",199
"ICE","2013-03-28","2016-10-02",12188
"ICEbox","2016-04-21","2016-10-02",1125
"ICEinfer","2014-01-14","2016-10-02",9013
"icenReg","2016-09-03","2016-10-02",264
"icensmis","2016-01-03","2016-10-02",1960
"icesAdvice","2016-05-19","2016-10-02",509
"icesDatras","2016-08-05","2016-10-02",212
"icesSAG","2016-08-09","2016-10-02",131
"ICGE","2014-03-03","2016-10-02",8065
"ICGOR","2016-03-22","2016-10-02",915
"iClick","2016-02-24","2016-10-02",1161
"iCluster","2012-10-06","2016-10-02",9854
"icpsrdata","2016-07-25","2016-10-02",328
"icRSF","2016-01-20","2016-10-02",1346
"ICS","2015-09-27","2016-10-02",8766
"ICSNP","2015-09-23","2016-10-02",8610
"ICsurv","2014-06-11","2016-10-02",6848
"icsw","2015-07-08","2016-10-02",2635
"idbg","2012-10-10","2016-10-02",8258
"idbr","2016-07-07","2016-10-02",649
"idem","2016-07-06","2016-10-02",314
"idendr0","2015-10-16","2016-10-02",2048
"identity","2012-10-10","2016-10-02",9643
"idm","2016-03-10","2016-10-02",1086
"iDOS","2016-07-27","2016-10-02",231
"IDPmisc","2012-11-02","2016-10-02",36381
"IDPSurvival","2016-09-22","2016-10-02",200
"idr","2014-09-04","2016-10-02",8759
"IDSpatialStats","2016-09-20","2016-10-02",109
"IDTurtle","2015-07-16","2016-10-02",2633
"iDynoR","2014-01-14","2016-10-02",6646
"ie2misc","2016-08-09","2016-10-02",233
"ie2miscdata","2016-08-09","2016-10-02",219
"ieeeround","2012-10-10","2016-10-02",1894
"iemisc","2016-08-05","2016-10-02",306
"iemiscdata","2016-07-22","2016-10-02",381
"iemisctext","2016-09-22","2016-10-02",72
"ifa","2012-10-10","2016-10-02",4939
"iFad","2014-03-28","2016-10-02",6809
"ifaTools","2016-09-08","2016-10-02",165
"ifctools","2015-12-30","2016-10-02",1647
"IFP","2016-02-04","2016-10-02",1554
"ifs","2015-08-21","2016-10-02",3231
"ifultools","2016-05-21","2016-10-02",6346
"ig.vancouver.2014.topcolour","2015-05-02","2016-10-02",3025
"iGasso","2016-06-04","2016-10-02",694
"IGM.MEA","2016-08-31","2016-10-02",181
"IgorR","2015-05-28","2016-10-02",3790
"igraph","2015-06-26","2016-10-02",669623
"igraphdata","2015-07-13","2016-10-02",32398
"igraphinshiny","2016-01-19","2016-10-02",1664
"igraphtosonia","2012-11-01","2016-10-02",10214
"ihs","2015-02-25","2016-10-02",4956
"IHSEP","2016-08-18","2016-10-02",176
"iki.dataclim","2014-09-19","2016-10-02",5482
"iLaplace","2016-08-19","2016-10-02",243
"ilc","2014-11-20","2016-10-02",4812
"ILS","2016-05-23","2016-10-02",533
"IM","2013-03-07","2016-10-02",9194
"imageData","2016-05-16","2016-10-02",723
"imager","2016-09-12","2016-10-02",1921
"IMak","2016-05-22","2016-10-02",653
"Imap","2012-11-01","2016-10-02",15877
"IMFData","2016-08-16","2016-10-02",192
"imfr","2016-08-08","2016-10-02",281
"imguR","2016-03-29","2016-10-02",1460
"IMIS","2012-11-01","2016-10-02",10321
"immer","2016-05-31","2016-10-02",703
"IMP","2016-01-29","2016-10-02",1451
"imp4p","2016-08-18","2016-10-02",161
"IMPACT","2016-06-20","2016-10-02",440
"ImpactIV","2012-11-01","2016-10-02",9595
"imPois","2015-11-28","2016-10-02",1661
"import","2015-06-22","2016-10-02",4687
"ImportExport","2015-09-19","2016-10-02",2826
"imprProbEst","2012-10-10","2016-10-02",9250
"imputeLCMD","2015-01-19","2016-10-02",5561
"imputeMDR","2012-12-21","2016-10-02",10011
"imputeMissings","2016-09-06","2016-10-02",492
"imputeMulti","2016-08-12","2016-10-02",258
"imputePSF","2016-05-02","2016-10-02",604
"imputeTestbench","2016-07-28","2016-10-02",388
"imputeTS","2016-06-03","2016-10-02",2512
"imputeYn","2015-10-23","2016-10-02",2907
"in2extRemes","2015-07-24","2016-10-02",3646
"inarmix","2014-03-05","2016-10-02",6701
"inbreedR","2016-09-10","2016-10-02",164
"inca","2016-08-03","2016-10-02",200
"inctools","2016-09-13","2016-10-02",140
"IncucyteDRC","2016-04-24","2016-10-02",718
"indelmiss","2016-08-22","2016-10-02",166
"IndependenceTests","2012-12-11","2016-10-02",10653
"indicspecies","2016-08-30","2016-10-02",632
"IndTestPP","2016-08-02","2016-10-02",209
"inegiR","2016-02-19","2016-10-02",1428
"ineq","2014-07-21","2016-10-02",53267
"iNEXT","2016-05-09","2016-10-02",1868
"InfDim","2012-11-01","2016-10-02",9134
"inference","2012-10-06","2016-10-02",9876
"InferenceSMR","2013-05-26","2016-10-02",7955
"inferference","2015-06-08","2016-10-02",2959
"inflection","2016-06-10","2016-10-02",843
"influence.ME","2016-08-17","2016-10-02",895
"influence.SEM","2015-05-30","2016-10-02",3528
"influenceR","2015-09-03","2016-10-02",21663
"infoDecompuTE","2013-02-04","2016-10-02",9089
"Information","2016-04-09","2016-10-02",2253
"InformationValue","2015-12-06","2016-10-02",2662
"InformativeCensoring","2016-08-12","2016-10-02",230
"informR","2015-03-09","2016-10-02",4858
"infotheo","2014-07-26","2016-10-02",22804
"infra","2015-01-31","2016-10-02",3975
"infuser","2016-08-30","2016-10-02",681
"Infusion","2016-07-26","2016-10-02",260
"infutil","2013-04-02","2016-10-02",8224
"ini","2016-04-01","2016-10-02",909
"injectoR","2015-11-30","2016-10-02",1631
"INLABMA","2015-01-19","2016-10-02",5628
"inline","2015-04-13","2016-10-02",93374
"inlinedocs","2013-09-03","2016-10-02",16750
"inlmisc","2016-09-17","2016-10-02",65
"inpdfr","2016-04-18","2016-10-02",746
"InPosition","2013-12-11","2016-10-02",7762
"insideRODE","2012-11-01","2016-10-02",8843
"InSilicoVA","2016-03-29","2016-10-02",974
"insol","2014-03-04","2016-10-02",10486
"InspectChangepoint","2016-07-02","2016-10-02",408
"INSPIRE","2016-09-20","2016-10-02",69
"install.load","2016-07-13","2016-10-02",1247
"installr","2016-05-14","2016-10-02",52920
"instaR","2016-08-17","2016-10-02",1090
"insuranceData","2014-09-04","2016-10-02",6785
"intamap","2016-09-10","2016-10-02",605
"intamapInteractive","2013-08-21","2016-10-02",9058
"IntClust","2016-03-31","2016-10-02",816
"IntegrateBs","2016-06-27","2016-10-02",399
"IntegratedJM","2016-02-24","2016-10-02",1245
"IntegratedMRF","2016-08-10","2016-10-02",274
"Interact","2014-06-07","2016-10-02",6602
"interactionTest","2015-09-01","2016-10-02",2249
"InteractiveIGraph","2013-05-07","2016-10-02",9275
"interAdapt","2014-08-04","2016-10-02",5624
"Interatrix","2015-07-04","2016-10-02",3161
"intercure","2016-01-12","2016-10-02",1384
"interferenceCI","2015-01-09","2016-10-02",4161
"intergraph","2015-06-30","2016-10-02",20784
"internetarchive","2016-03-19","2016-10-02",1225
"interplot","2016-09-14","2016-10-02",469
"Interpol","2012-11-01","2016-10-02",9683
"Interpol.T","2013-12-03","2016-10-02",10575
"InterpretMSSpectrum","2016-09-06","2016-10-02",109
"interpretR","2016-03-19","2016-10-02",1215
"InterSIM","2016-07-30","2016-10-02",372
"InterVA4","2016-03-10","2016-10-02",1278
"interval","2014-01-23","2016-10-02",12294
"intervals","2015-08-27","2016-10-02",81765
"interventionalDBN","2014-05-30","2016-10-02",5761
"IntLik","2013-08-15","2016-10-02",7961
"IntNMF","2016-07-29","2016-10-02",323
"intpoint","2012-10-10","2016-10-02",8286
"inTrees","2014-07-25","2016-10-02",7934
"intReg","2015-01-04","2016-10-02",8313
"intRegGOF","2012-11-01","2016-10-02",8288
"introgress","2012-11-01","2016-10-02",11103
"intsvy","2016-04-27","2016-10-02",4027
"intubate","2016-08-28","2016-10-02",252
"InvariantCausalPrediction","2016-05-02","2016-10-02",969
"InventorymodelPackage","2014-06-24","2016-10-02",6276
"investr","2016-04-09","2016-10-02",1675
"invgamma","2016-07-02","2016-10-02",472
"invGauss","2014-03-29","2016-10-02",6966
"invLT","2015-09-03","2016-10-02",2320
"io","2016-04-14","2016-10-02",999
"ioncopy","2015-08-26","2016-10-02",2363
"ionflows","2014-11-10","2016-10-02",4586
"ionr","2016-02-11","2016-10-02",1077
"iopsych","2016-04-04","2016-10-02",764
"iosmooth","2014-08-29","2016-10-02",4939
"iotools","2015-07-31","2016-10-02",3615
"ipdmeta","2012-10-06","2016-10-02",10463
"ipdw","2016-07-27","2016-10-02",775
"ipflasso","2015-11-24","2016-10-02",1727
"ipfp","2016-02-14","2016-10-02",1600
"iplots","2013-12-03","2016-10-02",92097
"IPMpack","2014-03-17","2016-10-02",8713
"ipred","2015-07-28","2016-10-02",79208
"iprior","2016-08-21","2016-10-02",150
"ips","2014-11-10","2016-10-02",7363
"IPSUR","2013-10-28","2016-10-02",14848
"IPtoCountry","2016-07-22","2016-10-02",310
"iptools","2016-04-04","2016-10-02",1737
"ipw","2015-08-18","2016-10-02",3410
"IQCC","2014-04-22","2016-10-02",8880
"iqLearn","2015-08-19","2016-10-02",2778
"iqspr","2016-05-22","2016-10-02",497
"irace","2015-09-11","2016-10-02",4782
"iRafNet","2016-01-28","2016-10-02",1172
"IRdisplay","2016-08-02","2016-10-02",6947
"iRefR","2013-12-17","2016-10-02",8340
"iRegression","2016-07-18","2016-10-02",480
"iRepro","2014-05-08","2016-10-02",5520
"IRISMustangMetrics","2015-09-16","2016-10-02",2683
"IRISSeismic","2016-04-20","2016-10-02",1142
"irlba","2016-09-21","2016-10-02",30399
"irr","2012-10-06","2016-10-02",54097
"irtDemo","2016-08-21","2016-10-02",244
"irtoys","2014-01-23","2016-10-02",14758
"IRTpp","2016-07-05","2016-10-02",427
"irtProb","2014-05-02","2016-10-02",8540
"irtrees","2012-10-06","2016-10-02",10568
"IRTShiny","2015-09-20","2016-10-02",3670
"isa2","2015-04-09","2016-10-02",26239
"ISBF","2014-11-10","2016-10-02",5413
"ISDA.R","2012-11-01","2016-10-02",9229
"isdals","2014-10-29","2016-10-02",8434
"IsingFit","2016-09-07","2016-10-02",250
"isingLenzMC","2016-07-02","2016-10-02",554
"IsingSampler","2015-03-02","2016-10-02",6324
"island","2016-04-07","2016-10-02",719
"ISLR","2013-06-13","2016-10-02",171176
"ismev","2016-04-28","2016-10-02",4099
"Iso","2015-06-01","2016-10-02",10544
"IsoCI","2014-06-09","2016-10-02",6366
"isocir","2014-02-27","2016-10-02",7209
"ISOcodes","2016-03-15","2016-10-02",4220
"IsoGene","2015-07-31","2016-10-02",4392
"isopam","2014-12-09","2016-10-02",6949
"isopat","2012-11-01","2016-10-02",8397
"isoph","2016-01-02","2016-10-02",1553
"IsoplotR","2016-08-15","2016-10-02",269
"ISOpureR","2016-08-22","2016-10-02",321
"IsoriX","2016-09-11","2016-10-02",128
"IsoSpecR","2016-09-01","2016-10-02",119
"isotone","2015-07-24","2016-10-02",5523
"isotonic.pen","2014-04-06","2016-10-02",6239
"IsotopeR","2016-06-15","2016-10-02",736
"ISOweek","2012-10-06","2016-10-02",16556
"isva","2013-11-04","2016-10-02",12570
"ISwR","2015-06-07","2016-10-02",45153
"itcSegment","2016-05-16","2016-10-02",619
"ITEMAN","2015-10-09","2016-10-02",2182
"iteRates","2013-05-03","2016-10-02",11283
"iterators","2015-10-13","2016-10-02",973153
"iterLap","2012-10-10","2016-10-02",10869
"iterpc","2016-05-31","2016-10-02",1289
"itertools","2014-03-12","2016-10-02",225353
"itertools2","2014-08-08","2016-10-02",5760
"ITGM","2016-09-26","2016-10-02",60
"itree","2013-06-28","2016-10-02",7669
"its","2012-10-06","2016-10-02",74012
"itsadug","2016-06-13","2016-10-02",1033
"itsmr","2012-10-10","2016-10-02",12176
"IUPS","2013-06-08","2016-10-02",8722
"ivbma","2014-09-18","2016-10-02",7867
"ivfixed","2014-03-25","2016-10-02",8535
"ivlewbel","2014-05-28","2016-10-02",8403
"ivmodel","2016-05-09","2016-10-02",1105
"ivpack","2014-10-25","2016-10-02",13206
"ivpanel","2015-02-09","2016-10-02",6446
"ivprobit","2014-09-26","2016-10-02",7374
"iWeigReg","2013-02-26","2016-10-02",8108
"iWISA","2016-03-15","2016-10-02",840
"jaatha","2016-05-13","2016-10-02",1535
"jackknifeKME","2015-10-24","2016-10-02",2207
"jackstraw","2015-12-29","2016-10-02",5491
"JacobiEigen","2015-12-06","2016-10-02",1898
"jacpop","2016-07-26","2016-10-02",236
"JADE","2015-08-14","2016-10-02",6088
"jagsUI","2016-02-22","2016-10-02",5960
"JAGUAR","2016-07-27","2016-10-02",479
"james.analysis","2015-06-18","2016-10-02",2964
"janeaustenr","2016-09-17","2016-10-02",1382
"JASPAR","2012-11-29","2016-10-02",8795
"JavaGD","2012-10-05","2016-10-02",80432
"JBTools","2015-06-02","2016-10-02",7939
"jetset","2016-06-29","2016-10-02",570
"JGEE","2015-11-18","2016-10-02",1925
"JGL","2013-04-16","2016-10-02",9314
"JGR","2013-12-21","2016-10-02",76429
"jiebaR","2016-09-28","2016-10-02",196
"jiebaRD","2015-01-04","2016-10-02",12651
"JM","2016-09-14","2016-10-02",439
"JMbayes","2016-08-25","2016-10-02",550
"jmcm","2016-08-29","2016-10-02",213
"JMdesign","2014-10-22","2016-10-02",5036
"jmetrik","2015-03-15","2016-10-02",3641
"Jmisc","2014-03-07","2016-10-02",10902
"jmotif","2016-06-09","2016-10-02",1391
"jmuOutlier","2016-03-15","2016-10-02",902
"Johnson","2014-04-15","2016-10-02",7467
"JohnsonDistribution","2012-10-10","2016-10-02",9763
"joineR","2012-10-29","2016-10-02",10524
"joint.Cox","2016-09-30","2016-10-02",55
"jointDiag","2012-10-10","2016-10-02",9271
"JointModel","2016-06-09","2016-10-02",487
"jointPm","2014-01-10","2016-10-02",6149
"JointRegBC","2013-06-18","2016-10-02",8132
"joinXL","2016-09-19","2016-10-02",56
"jomo","2016-07-25","2016-10-02",1683
"JOP","2013-08-16","2016-10-02",10684
"JoSAE","2015-08-09","2016-10-02",3587
"jose","2016-05-27","2016-10-02",560
"JOUSBoost","2016-09-12","2016-10-02",87
"jpeg","2014-01-23","2016-10-02",407064
"JPEN","2015-09-16","2016-10-02",2272
"JPSurv","2012-10-10","2016-10-02",9889
"jqr","2016-07-29","2016-10-02",533
"JRF","2016-01-20","2016-10-02",1482
"jrich","2016-03-06","2016-10-02",827
"jrvFinance","2015-10-06","2016-10-02",2299
"js","2015-02-24","2016-10-02",5264
"JSM","2016-08-25","2016-10-02",147
"jSonarR","2014-09-26","2016-10-02",6931
"jsonlite","2016-09-14","2016-10-02",217748
"jsonvalidate","2016-06-13","2016-10-02",728
"jtGWAS","2016-07-07","2016-10-02",388
"jtrans","2015-03-18","2016-10-02",4179
"jug","2016-09-15","2016-10-02",236
"Julia","2014-11-25","2016-10-02",5791
"junr","2016-05-14","2016-10-02",627
"jvnVaR","2015-11-18","2016-10-02",1695
"JWileymisc","2016-09-01","2016-10-02",148
"kamila","2016-08-19","2016-10-02",192
"KANT","2014-08-26","2016-10-02",5750
"kantorovich","2016-05-25","2016-10-02",630
"KappaGUI","2015-03-26","2016-10-02",4171
"kappalab","2015-07-18","2016-10-02",11504
"kappaSize","2013-03-12","2016-10-02",8375
"KappaV","2014-05-06","2016-10-02",6783
"kaps","2014-11-01","2016-10-02",6181
"karaoke","2016-03-03","2016-10-02",961
"KATforDCEMRI","2014-02-13","2016-10-02",7174
"kcirt","2014-04-22","2016-10-02",6828
"kdecopula","2016-05-14","2016-10-02",3355
"kdetrees","2014-05-30","2016-10-02",8282
"kedd","2015-11-02","2016-10-02",2782
"keep","2015-12-16","2016-10-02",1516
"kehra","2016-06-10","2016-10-02",446
"kelvin","2015-09-19","2016-10-02",2643
"Kendall","2012-10-06","2016-10-02",60327
"kequate","2016-09-20","2016-10-02",195
"kerdiest","2012-10-10","2016-10-02",9678
"KERE","2015-08-28","2016-10-02",2389
"kergp","2015-12-23","2016-10-02",1695
"kernDeepStackNet","2016-02-01","2016-10-02",1305
"kerndwd","2015-10-01","2016-10-02",2630
"kernelFactory","2015-09-29","2016-10-02",3547
"Kernelheaping","2016-04-16","2016-10-02",940
"KernelKnn","2016-09-08","2016-10-02",126
"kernlab",NA,"2016-10-02",0
"kernscr","2016-06-29","2016-10-02",459
"KernSmooth","2015-06-29","2016-10-02",251375
"KernSmoothIRT","2014-06-17","2016-10-02",10243
"keyplayer","2016-04-16","2016-10-02",917
"keypress","2015-06-07","2016-10-02",2945
"KFAS","2016-07-29","2016-10-02",2712
"kfigr","2015-07-15","2016-10-02",4103
"KFKSDS","2015-01-28","2016-10-02",13706
"kimisc","2016-02-14","2016-10-02",2484
"kin.cohort","2015-08-28","2016-10-02",2896
"kineticF","2015-06-04","2016-10-02",2799
"kinfit","2015-07-04","2016-10-02",3330
"kinn","2016-07-27","2016-10-02",285
"kinship2","2015-08-03","2016-10-02",22934
"kissmig","2015-01-31","2016-10-02",4122
"kitagawa","2013-10-04","2016-10-02",8043
"kknn","2016-03-26","2016-10-02",15520
"klaR","2014-08-06","2016-10-02",168382
"klausuR","2015-02-07","2016-10-02",4704
"klin","2012-11-01","2016-10-02",9735
"km.ci","2012-10-10","2016-10-02",18923
"kmc","2015-11-23","2016-10-02",2456
"kmconfband","2013-10-27","2016-10-02",7553
"KMDA","2015-04-01","2016-10-02",3601
"kmeans.ddR","2015-11-05","2016-10-02",3084
"kmi","2014-09-04","2016-10-02",8524
"Kmisc","2013-12-13","2016-10-02",12353
"kml","2016-02-16","2016-10-02",3246
"kml3d","2016-02-16","2016-10-02",1775
"kmlcov","2013-08-21","2016-10-02",7010
"kmlShape","2016-03-05","2016-10-02",956
"kmodR","2015-03-26","2016-10-02",3918
"KMsurv","2012-12-03","2016-10-02",43885
"knitcitations","2015-10-28","2016-10-02",13017
"knitLatex","2015-06-27","2016-10-02",5227
"knitr","2016-08-15","2016-10-02",254806
"knitrBootstrap","2015-12-16","2016-10-02",5742
"knncat","2015-02-06","2016-10-02",7538
"knnGarden","2012-10-10","2016-10-02",9642
"knnIndep","2014-09-11","2016-10-02",5438
"knockoff","2015-04-15","2016-10-02",3720
"knotR","2016-09-30","2016-10-02",13
"kobe","2014-06-07","2016-10-02",6913
"KODAMA","2014-11-25","2016-10-02",6177
"kofnGA","2015-11-24","2016-10-02",2564
"KOGMWU","2015-03-05","2016-10-02",4003
"kohonen","2015-09-04","2016-10-02",21574
"kolmim","2015-06-15","2016-10-02",4262
"KoNLP","2013-05-31","2016-10-02",91833
"koRpus","2016-06-06","2016-10-02",4125
"KoulMde","2016-05-16","2016-10-02",668
"Kpart","2016-07-25","2016-10-02",454
"kpodclustr","2014-11-26","2016-10-02",4314
"kriens","2015-12-02","2016-10-02",1592
"kriging","2014-12-01","2016-10-02",7634
"KrigInv","2014-12-23","2016-10-02",6000
"KRLS","2014-05-21","2016-10-02",11660
"krm","2016-07-10","2016-10-02",507
"ks","2016-06-25","2016-10-02",20979
"kSamples","2016-06-10","2016-10-02",1395
"KScorrect","2016-03-19","2016-10-02",1083
"KSD","2016-07-31","2016-10-02",256
"kselection","2015-02-12","2016-10-02",4496
"ksrlive","2015-10-19","2016-10-02",1853
"kst","2014-01-11","2016-10-02",9676
"ktsolve","2013-11-04","2016-10-02",7758
"ktspair","2012-10-06","2016-10-02",8466
"kulife","2013-10-01","2016-10-02",9092
"kwb.hantush","2015-06-04","2016-10-02",3482
"kyotil","2016-07-27","2016-10-02",610
"kza","2016-03-24","2016-10-02",2403
"kzfs","2016-09-23","2016-10-02",58
"kzft","2012-11-01","2016-10-02",9885
"kzs","2012-10-06","2016-10-02",9956
"l0ara","2016-08-05","2016-10-02",212
"L1pack","2015-04-13","2016-10-02",4004
"l2boost","2013-06-05","2016-10-02",7734
"labdsv","2016-01-24","2016-10-02",10383
"label.switching","2016-05-22","2016-10-02",945
"labeledLoop","2012-10-10","2016-10-02",8070
"labeling","2014-08-23","2016-10-02",2603145
"labelled","2016-06-21","2016-10-02",694
"labelrank","2015-11-22","2016-10-02",1754
"labeltodendro","2013-01-28","2016-10-02",8894
"labstatR","2015-08-19","2016-10-02",4234
"labstats","2016-01-14","2016-10-02",1322
"laeken","2014-08-19","2016-10-02",25170
"laercio","2012-10-10","2016-10-02",12137
"LaF","2015-01-28","2016-10-02",17315
"laGP","2016-08-07","2016-10-02",535
"Lahman","2016-08-27","2016-10-02",12308
"LakeMetabolizer","2016-06-23","2016-10-02",883
"lakemorpho","2016-09-03","2016-10-02",169
"laketemps","2015-02-28","2016-10-02",3864
"lambda.r","2016-07-10","2016-10-02",59797
"lambda.tools","2016-05-11","2016-10-02",2112
"Lambda4","2013-07-30","2016-10-02",11106
"LambertW","2016-03-29","2016-10-02",2425
"lamW","2016-05-03","2016-10-02",1950
"LANDD","2016-10-01","2016-10-02",29
"landest","2015-11-16","2016-10-02",1732
"landpred","2014-10-18","2016-10-02",4647
"landsat","2012-10-29","2016-10-02",18538
"landsat8","2015-07-26","2016-10-02",2913
"landscapeR","2016-09-07","2016-10-02",130
"Langevin","2016-08-29","2016-10-02",229
"languageR","2013-12-12","2016-10-02",33100
"LaplaceDeconv","2016-01-27","2016-10-02",1633
"LaplacesDemon","2016-07-17","2016-10-02",1589
"lar","2014-04-30","2016-10-02",6262
"LARF","2016-07-26","2016-10-02",991
"largeList","2016-08-29","2016-10-02",144
"largeVis","2016-09-13","2016-10-02",163
"lars","2013-04-24","2016-10-02",138079
"laser","2013-09-04","2016-10-02",14822
"lasso2","2014-05-31","2016-10-02",28289
"LassoBacktracking","2016-04-14","2016-10-02",758
"lassoscore","2014-10-28","2016-10-02",5337
"lassoshooting","2012-10-06","2016-10-02",10990
"lasvmR","2015-08-27","2016-10-02",2447
"latdiag","2016-03-14","2016-10-02",1677
"latentnet","2015-06-20","2016-10-02",13605
"Laterality","2015-04-01","2016-10-02",4218
"latex2exp","2015-11-30","2016-10-02",9667
"lattice","2016-09-06","2016-10-02",102188
"latticeDensity","2012-10-06","2016-10-02",15757
"latticeExtra","2016-02-09","2016-10-02",507420
"LatticeKrig","2016-05-22","2016-10-02",1073
"lava","2016-08-15","2016-10-02",14225
"lava.tobit","2012-10-06","2016-10-02",19450
"lavaan","2016-09-24","2016-10-02",4483
"lavaan.shiny","2016-06-24","2016-10-02",717
"lavaan.survey","2015-11-09","2016-10-02",15795
"lawn","2016-05-03","2016-10-02",1836
"lawstat","2015-07-07","2016-10-02",28520
"lazy","2013-09-22","2016-10-02",10274
