"package","firstDownload","lastDownload","totalDownloads"
"lazyData","2014-01-29","2016-10-02",7614
"lazyeval","2016-06-13","2016-10-02",417442
"lazyrmd","2016-08-01","2016-10-02",244
"lazysql","2016-03-12","2016-10-02",871
"lazyWeave","2016-01-09","2016-10-02",2951
"lba","2015-06-27","2016-10-02",2731
"lbfgs","2014-08-31","2016-10-02",7297
"lbfgsb3","2015-02-18","2016-10-02",4545
"lbiassurv","2013-05-24","2016-10-02",8778
"LCA","2013-10-02","2016-10-02",9454
"LCAextend","2012-10-06","2016-10-02",9881
"lcda","2012-10-06","2016-10-02",9893
"LCFdata","2013-11-28","2016-10-02",12279
"LCMCR","2016-02-12","2016-10-02",1143
"lcmm","2016-03-16","2016-10-02",2473
"lcopula","2016-07-06","2016-10-02",1315
"lctools","2016-09-03","2016-10-02",481
"lda","2015-11-22","2016-10-02",17416
"ldamatch","2016-06-27","2016-10-02",577
"ldatuning","2015-09-16","2016-10-02",2738
"LDAvis","2015-10-24","2016-10-02",6856
"ldbod","2016-09-14","2016-10-02",68
"ldbounds","2014-01-19","2016-10-02",10484
"LDcorSV","2013-07-05","2016-10-02",9718
"LDheatmap","2016-08-24","2016-10-02",1524
"ldlasso","2013-01-03","2016-10-02",8889
"LDOD","2013-03-09","2016-10-02",9081
"LDPD","2015-05-21","2016-10-02",3647
"ldr","2014-10-29","2016-10-02",5699
"LDRTools","2015-09-25","2016-10-02",2587
"ldstatsHD","2016-08-18","2016-10-02",177
"LDtests","2012-10-10","2016-10-02",9885
"leaderCluster","2014-12-16","2016-10-02",4629
"LeafAngle","2014-12-04","2016-10-02",5497
"LeafArea","2016-08-09","2016-10-02",369
"leaflet","2016-02-27","2016-10-02",54646
"leafletR","2016-04-01","2016-10-02",5182
"LEAP","2016-09-13","2016-10-02",214
"LEAPFrOG","2014-08-13","2016-10-02",6805
"leapp","2014-07-22","2016-10-02",6105
"leaps","2012-10-04","2016-10-02",581670
"LearnBayes","2014-05-29","2016-10-02",199293
"learningCurve","2016-08-10","2016-10-02",188
"learningr","2013-11-07","2016-10-02",10457
"learNN","2015-09-29","2016-10-02",2275
"learnstats","2015-06-25","2016-10-02",2992
"lefse","2014-09-12","2016-10-02",5350
"leiv","2015-01-11","2016-10-02",4916
"LeLogicielR","2012-12-15","2016-10-02",9834
"LendingClub","2016-09-26","2016-10-02",30
"lessR","2016-08-29","2016-10-02",567
"lestat","2013-11-21","2016-10-02",7859
"letsR","2016-06-03","2016-10-02",910
"lettercase","2016-03-04","2016-10-02",925
"LexisPlotR","2016-04-04","2016-10-02",947
"lexRankr","2016-09-22","2016-10-02",75
"lfactors","2016-04-05","2016-10-02",1124
"lfda","2016-02-04","2016-10-02",2243
"LFDR.MLE","2015-08-06","2016-10-02",2473
"lfe","2016-04-19","2016-10-02",7693
"lfl","2016-04-22","2016-10-02",874
"lfstat","2016-08-24","2016-10-02",766
"lga","2012-10-06","2016-10-02",11127
"lgarch","2015-09-15","2016-10-02",5035
"lgcp","2016-07-18","2016-10-02",732
"LGEWIS","2015-10-14","2016-10-02",2036
"LGRF","2015-09-13","2016-10-02",2298
"lgtdl","2014-08-11","2016-10-02",10475
"lhs","2016-08-09","2016-10-02",4268
"libamtrack","2015-12-12","2016-10-02",2048
"LiblineaR","2015-02-04","2016-10-02",15627
"LiblineaR.ACF","2016-01-04","2016-10-02",1480
"Libra","2016-02-17","2016-10-02",1417
"LICORS","2013-11-26","2016-10-02",8995
"LICurvature","2013-06-27","2016-10-02",8067
"lifecontingencies","2016-07-07","2016-10-02",1462
"lifecourse","2016-09-13","2016-10-02",113
"LifeHist","2015-09-03","2016-10-02",2392
"LifeTables","2015-08-19","2016-10-02",3339
"lift","2015-10-13","2016-10-02",2524
"liftLRD","2016-09-07","2016-10-02",92
"liftr","2016-08-05","2016-10-02",548
"LightningR","2015-12-14","2016-10-02",1750
"lightsout","2016-07-26","2016-10-02",391
"LIHNPSD","2012-10-06","2016-10-02",9892
"likelihood","2015-02-24","2016-10-02",6194
"likelihoodAsy","2016-04-19","2016-10-02",838
"likeLTD","2016-05-30","2016-10-02",801
"likert","2015-12-15","2016-10-02",11277
"LIM","2014-12-26","2016-10-02",7837
"limitplot","2012-10-10","2016-10-02",8741
"limSolve","2014-11-03","2016-10-02",22270
"linbin","2015-11-17","2016-10-02",1940
"LinCal","2014-11-08","2016-10-02",4730
"LindenmayeR","2015-07-16","2016-10-02",3063
"LindleyR","2016-06-23","2016-10-02",459
"linear.tools","2016-07-06","2016-10-02",448
"LinearizedSVR","2014-08-01","2016-10-02",6878
"LinearRegressionMDE","2015-09-14","2016-10-02",2279
"linERR","2016-02-23","2016-10-02",995
"lineup","2015-07-29","2016-10-02",2850
"linkcomm","2014-08-13","2016-10-02",8845
"LinkedMatrix","2016-09-01","2016-10-02",197
"linkim","2014-01-15","2016-10-02",6303
"linkR","2016-10-01","2016-10-02",13
"linLIR","2012-11-14","2016-10-02",7901
"linprog","2012-10-17","2016-10-02",33292
"LinRegInteractive","2015-04-23","2016-10-02",6525
"LINselect","2015-08-26","2016-10-02",2786
"lintools","2016-03-04","2016-10-02",985
"lintr","2016-04-16","2016-10-02",39053
"liqueueR","2016-08-23","2016-10-02",153
"lira","2016-03-21","2016-10-02",916
"liso","2012-10-06","2016-10-02",8748
"lisp","2012-10-10","2016-10-02",10241
"lisrelToR","2013-05-08","2016-10-02",41638
"list","2016-08-16","2016-10-02",389
"listenv","2015-12-28","2016-10-02",10999
"LIStest","2014-03-12","2016-10-02",7762
"listless","2016-08-12","2016-10-02",193
"listviewer","2016-06-15","2016-10-02",1163
"listWithDefaults","2015-11-13","2016-10-02",1726
"littler","2016-08-07","2016-10-02",2445
"livechatR","2016-02-25","2016-10-02",1243
"ljr","2016-05-01","2016-10-02",625
"llama","2015-12-05","2016-10-02",2707
"lle","2012-10-06","2016-10-02",9740
"lllcrc","2014-10-06","2016-10-02",5375
"LLSR","2016-02-17","2016-10-02",1455
"lm.beta","2014-12-28","2016-10-02",10052
"lm.br","2016-01-29","2016-10-02",1637
"lme4","2016-04-16","2016-10-02",489757
"lmec","2012-11-01","2016-10-02",10564
"lmem.gwaser","2016-05-07","2016-10-02",586
"lmem.qtler","2016-07-13","2016-10-02",390
"lmeNB","2015-02-02","2016-10-02",4596
"lmeNBBayes","2015-02-21","2016-10-02",4420
"lmenssp","2016-07-25","2016-10-02",407
"LMERConvenienceFunctions","2015-01-31","2016-10-02",12305
"lmeresampler","2016-07-15","2016-10-02",341
"lmerTest","2016-06-23","2016-10-02",16970
"lmeSplines","2013-08-04","2016-10-02",11788
"LMest","2016-08-23","2016-10-02",347
"lmeVarComp","2014-08-28","2016-10-02",5282
"lmf","2013-10-31","2016-10-02",7714
"lmfor","2015-03-10","2016-10-02",3993
"lmm","2015-02-10","2016-10-02",8029
"lmmlasso","2012-10-06","2016-10-02",9195
"lmmot","2015-10-28","2016-10-02",2127
"lmms","2016-03-07","2016-10-02",1192
"lmodel2","2014-02-24","2016-10-02",22361
"lmom","2015-02-02","2016-10-02",13046
"lmomco","2016-09-11","2016-10-02",812
"Lmoments","2016-02-22","2016-10-02",9085
"lmomRFA","2015-02-02","2016-10-02",9486
"lmPerm","2016-08-02","2016-10-02",1021
"lmSupport","2016-04-20","2016-10-02",2889
"lmtest","2015-06-06","2016-10-02",841562
"LncMod","2015-06-27","2016-10-02",2759
"LncPath","2016-05-16","2016-10-02",522
"LncPriCNet","2016-06-03","2016-10-02",454
"loa","2016-03-01","2016-10-02",2740
"localdepth","2013-11-07","2016-10-02",7988
"localgauss","2016-01-12","2016-10-02",1825
"localsolver","2014-06-18","2016-10-02",6255
"locfdr","2015-07-15","2016-10-02",4259
"LocFDRPois","2015-05-05","2016-10-02",3140
"locfit","2013-04-20","2016-10-02",285414
"locits","2016-03-30","2016-10-02",1918
"Lock5Data","2012-12-23","2016-10-02",25948
"Lock5withR","2015-12-22","2016-10-02",2528
"locpol","2012-10-29","2016-10-02",20527
"lodGWAS","2015-11-30","2016-10-02",1841
"loe","2016-02-09","2016-10-02",1100
"log4r","2014-09-29","2016-10-02",10915
"logbin","2016-07-19","2016-10-02",482
"LogConcDEAD","2014-07-02","2016-10-02",9355
"logconcens","2013-12-13","2016-10-02",8124
"logcondens","2016-07-14","2016-10-02",3561
"logcondens.mode","2013-09-12","2016-10-02",8033
"logcondiscr","2015-07-03","2016-10-02",3140
"logconPH","2014-12-14","2016-10-02",4426
"logging","2013-04-13","2016-10-02",23944
"LogicForest","2014-09-19","2016-10-02",8293
"LOGICOIL","2014-04-14","2016-10-02",6433
"LogicOpt","2016-05-07","2016-10-02",539
"LogicReg","2016-08-30","2016-10-02",2577
"logistf","2013-06-27","2016-10-02",23653
"LogisticDx","2015-07-08","2016-10-02",4507
"logisticPCA","2016-03-14","2016-10-02",1203
"LOGIT","2016-02-06","2016-10-02",2013
"logitchoice","2014-09-03","2016-10-02",5155
"LogitNet","2012-10-10","2016-10-02",9473
"logitnorm","2012-10-10","2016-10-02",9975
"loglognorm","2013-06-28","2016-10-02",10565
"logmult","2016-01-15","2016-10-02",2164
"LogrankA","2013-07-17","2016-10-02",8806
"logspline","2016-02-04","2016-10-02",16486
"lokern","2014-11-18","2016-10-02",34385
"lomb","2013-10-21","2016-10-02",10165
"longCatEDA","2014-02-21","2016-10-02",6553
"longclust","2015-03-31","2016-10-02",4575
"longitudinal","2015-07-08","2016-10-02",10691
"longitudinalData","2016-02-16","2016-10-02",7275
"longmemo","2012-10-06","2016-10-02",17501
"longpower","2016-07-25","2016-10-02",773
"longurl","2016-09-01","2016-10-02",342
"loo","2016-03-23","2016-10-02",13833
"lookupTable","2015-08-28","2016-10-02",2356
"loop","2012-10-06","2016-10-02",8672
"LoopAnalyst","2015-07-08","2016-10-02",3759
"loopr","2015-05-28","2016-10-02",2901
"lordif","2016-03-03","2016-10-02",2499
"lorec","2014-02-20","2016-10-02",6702
"LOST","2016-06-23","2016-10-02",615
"LotkasLaw","2015-08-17","2016-10-02",2383
"lowmemtkmeans","2016-09-15","2016-10-02",82
"LowRankQP","2014-07-28","2016-10-02",11639
"lpbrim","2015-07-19","2016-10-02",2536
"lpc","2013-12-15","2016-10-02",8716
"LPCM","2015-09-22","2016-10-02",3300
"lpint","2014-04-02","2016-10-02",6162
"LPM","2015-11-05","2016-10-02",2116
"lpme","2014-12-19","2016-10-02",4496
"LPmerge","2014-08-17","2016-10-02",6530
"lpmodeler","2014-02-21","2016-10-02",6181
"LPR","2016-01-11","2016-10-02",1431
"lpridge","2013-04-17","2016-10-02",10828
"LPS","2015-02-16","2016-10-02",4507
"lpSolve","2015-09-19","2016-10-02",118089
"lpSolveAPI","2016-01-13","2016-10-02",17814
"LPStimeSeries","2015-03-27","2016-10-02",6117
"LPTime","2015-03-04","2016-10-02",4105
"lqa","2012-11-01","2016-10-02",27711
"lqmm","2016-02-04","2016-10-02",3230
"lqr","2016-05-19","2016-10-02",795
"LRcontrast","2015-11-07","2016-10-02",1825
"lrequire","2016-02-22","2016-10-02",920
"lrgs","2016-07-30","2016-10-02",340
"lrmest","2016-05-14","2016-10-02",785
"LRTH","2016-03-01","2016-10-02",966
"LS2W","2013-07-12","2016-10-02",9316
"LS2Wstat","2014-06-24","2016-10-02",6216
"lsa","2015-05-08","2016-10-02",21392
"LSAfun","2016-02-23","2016-10-02",1889
"LSAmitR","2016-09-10","2016-10-02",93
"lsbclust","2016-01-05","2016-10-02",1548
"LSC","2014-01-24","2016-10-02",7386
"LSD","2015-01-09","2016-10-02",11129
"LSDinterface","2016-09-11","2016-10-02",170
"lsdv","2014-03-24","2016-10-02",6158
"lsei","2015-10-07","2016-10-02",2629
"lsgl","2016-09-28","2016-10-02",66
"lshorth","2013-06-10","2016-10-02",7056
"lsl","2016-07-27","2016-10-02",379
"lsmeans","2016-07-18","2016-10-02",13275
"LSMonteCarlo","2013-09-25","2016-10-02",11361
"LSPFP","2016-05-19","2016-10-02",563
"lspls","2012-10-06","2016-10-02",10409
"lsr","2015-03-02","2016-10-02",33867
"lss","2012-11-01","2016-10-02",10821
"LSTS","2015-10-01","2016-10-02",3241
"ltbayes","2014-07-28","2016-10-02",5275
"ltm","2013-12-20","2016-10-02",51066
"ltmle","2016-04-20","2016-10-02",1033
"LTPDvar","2015-06-11","2016-10-02",3412
"LTR","2012-11-01","2016-10-02",8798
"LTRCtrees","2016-09-03","2016-10-02",189
"ltsa","2015-12-21","2016-10-02",8550
"ltsbase","2013-08-02","2016-10-02",7552
"ltsk","2015-09-11","2016-10-02",2600
"lubridate","2016-09-13","2016-10-02",53195
"luca","2012-10-06","2016-10-02",10584
"lucid","2015-07-03","2016-10-02",3394
"lucr","2015-10-28","2016-10-02",2307
"lulcc","2015-08-19","2016-10-02",2464
"lumendb","2015-12-22","2016-10-02",1447
"Luminescence","2016-09-10","2016-10-02",254
"lunar","2014-09-08","2016-10-02",5224
"luzlogr","2016-02-25","2016-10-02",1176
"lvm4net","2015-04-11","2016-10-02",3534
"LVMMCOR","2013-06-08","2016-10-02",8073
"lvnet","2016-10-01","2016-10-02",11
"lvplot","2016-05-01","2016-10-02",760
"LW1949","2015-12-03","2016-10-02",1503
"lxb","2016-03-02","2016-10-02",1158
"lymphclon","2014-11-11","2016-10-02",5128
"M3","2012-10-06","2016-10-02",5088
"M4comp","2016-01-04","2016-10-02",1960
"m4fe","2014-09-17","2016-10-02",4516
"maboost","2014-11-25","2016-10-02",4923
"MAc","2012-10-29","2016-10-02",12969
"machina","2016-08-03","2016-10-02",309
"machQA","2016-08-10","2016-10-02",198
"macleish","2016-06-09","2016-10-02",532
"MAclinical","2012-11-01","2016-10-02",11231
"MAd","2014-12-22","2016-10-02",11570
"mada","2015-02-05","2016-10-02",6183
"maddison","2015-12-10","2016-10-02",1755
"madness","2016-01-20","2016-10-02",1436
"madr","2016-09-05","2016-10-02",108
"mads","2016-08-10","2016-10-02",303
"madsim","2016-06-16","2016-10-02",671
"Maeswrap","2015-06-30","2016-10-02",3626
"magclass","2016-07-21","2016-10-02",681
"magic","2013-11-20","2016-10-02",87191
"magicaxis","2016-06-26","2016-10-02",1275
"magick","2016-09-06","2016-10-02",640
"MagneticMap","2016-08-03","2016-10-02",202
"magrittr","2014-11-22","2016-10-02",2880579
"maGUI","2015-10-12","2016-10-02",2190
"mail","2012-10-10","2016-10-02",14944
"mailR","2015-01-14","2016-10-02",35785
"MAINT.Data","2015-10-20","2016-10-02",2482
"MakefileR","2016-01-08","2016-10-02",1492
"makeFlow","2016-08-24","2016-10-02",175
"makeProject","2012-10-10","2016-10-02",8101
"malani","2016-09-27","2016-10-02",26
"MALDIquant","2016-06-25","2016-10-02",3580
"MALDIquantForeign","2015-11-02","2016-10-02",3810
"mallet","2013-08-11","2016-10-02",11866
"MAMA","2013-04-30","2016-10-02",10346
"MAMS","2016-07-19","2016-10-02",631
"MAMSE","2013-06-28","2016-10-02",9795
"managelocalrepo","2015-04-21","2016-10-02",3446
"MANCIE","2016-03-02","2016-10-02",1058
"mangoTraining","2015-12-18","2016-10-02",2437
"manhattanly","2016-06-08","2016-10-02",773
"manifestoR","2016-07-22","2016-10-02",612
"manipulate","2014-12-24","2016-10-02",796293
"ManlyMix","2016-04-16","2016-10-02",831
"MANOVA.RM","2016-08-10","2016-10-02",257
"ManyTests","2014-07-24","2016-10-02",5812
"Map2NCBI","2015-11-13","2016-10-02",2216
"MAPA","2016-05-24","2016-10-02",30873
"mapdata","2016-01-14","2016-10-02",59782
"mapfit","2015-03-24","2016-10-02",3698
"MapGAM","2016-09-03","2016-10-02",227
"MAPLES","2012-10-06","2016-10-02",9449
"mapmisc","2016-05-21","2016-10-02",1523
"mapplots","2014-10-30","2016-10-02",11681
"mapproj","2015-08-03","2016-10-02",260482
"mapr","2016-01-28","2016-10-02",1664
"maps","2016-07-27","2016-10-02",96238
"mapStats","2015-04-22","2016-10-02",4921
"maptools","2016-01-30","2016-10-02",215150
"maptpx","2015-04-02","2016-10-02",6334
"maptree","2012-11-26","2016-10-02",41436
"mapview","2016-09-18","2016-10-02",680
"mAr","2012-11-01","2016-10-02",16804
"MAR1","2013-03-05","2016-10-02",12276
"mar1s","2013-10-27","2016-10-02",11083
"march","2016-05-12","2016-10-02",536
"marelac","2016-09-19","2016-10-02",246
"MareyMap","2015-08-24","2016-10-02",3093
"marg","2014-04-03","2016-10-02",7068
"marima","2016-08-29","2016-10-02",200
"markdown","2015-04-22","2016-10-02",1224791
"marked","2016-03-07","2016-10-02",2180
"maRketSim","2013-07-17","2016-10-02",11743
"markmyassignment","2016-08-16","2016-10-02",284
"markophylo","2015-12-31","2016-10-02",2601
"markovchain","2016-09-10","2016-10-02",1532
"MarkowitzR","2016-09-17","2016-10-02",348
"marl","2015-04-18","2016-10-02",3197
"marmap","2015-12-10","2016-10-02",6218
"marqLevAlg","2013-03-18","2016-10-02",7821
"MARSS","2014-03-21","2016-10-02",16367
"maSAE","2016-05-31","2016-10-02",701
"mason","2016-07-18","2016-10-02",313
"MASS","2015-11-10","2016-10-02",587013
"MASSTIMATE","2016-01-13","2016-10-02",2085
"MasterBayes","2016-09-07","2016-10-02",630
"MAT","2014-11-05","2016-10-02",6106
"MATA","2015-04-18","2016-10-02",3196
"Matching","2015-12-25","2016-10-02",15377
"MatchingFrontier","2015-03-31","2016-10-02",4283
"matchingMarkets","2016-08-27","2016-10-02",962
"matchingR","2015-11-02","2016-10-02",3145
"MatchIt","2013-06-28","2016-10-02",64867
"MatchItSE","2016-09-29","2016-10-02",12
"MatchLinReg","2015-07-12","2016-10-02",2632
"matchMulti","2016-08-26","2016-10-02",238
"matconv","2016-01-13","2016-10-02",1588
"mateable","2016-04-09","2016-10-02",753
"mathgraph","2013-12-11","2016-10-02",10479
"matie","2013-11-04","2016-10-02",7521
"matlab","2014-06-24","2016-10-02",45930
"matlabr","2016-05-25","2016-10-02",1068
"matlib","2016-09-17","2016-10-02",256
"matpow","2014-08-22","2016-10-02",5265
"matR","2014-10-24","2016-10-02",5339
"Matrix","2016-09-01","2016-10-02",103434
"Matrix.utils","2016-09-22","2016-10-02",137
"matrixcalc","2012-10-06","2016-10-02",324490
"MatrixCorrelation","2016-04-25","2016-10-02",835
"MatrixEQTL","2015-02-03","2016-10-02",8679
"matrixLaplacian","2016-07-15","2016-10-02",306
"MatrixModels","2015-08-22","2016-10-02",946150
"matrixpls","2016-06-18","2016-10-02",781
"matrixStats","2016-04-24","2016-10-02",87460
"MATTOOLS","2012-10-10","2016-10-02",8842
"MAVIS","2016-06-23","2016-10-02",907
"MAVTgsa","2014-07-03","2016-10-02",6499
"MaXact","2013-12-05","2016-10-02",8186
"maxent","2013-11-14","2016-10-02",47892
"MaxentVariableSelection","2016-04-02","2016-10-02",1066
"maxLik","2015-11-09","2016-10-02",63354
"maxlike","2013-12-18","2016-10-02",20646
"MaxPro","2015-01-27","2016-10-02",4761
"MaxSkew","2016-07-06","2016-10-02",335
"maxstat","2016-04-06","2016-10-02",1818
"MazamaSpatialUtils","2016-02-17","2016-10-02",1501
"MBA","2014-04-29","2016-10-02",24484
"mbbefd","2016-07-07","2016-10-02",864
"MBCluster.Seq","2012-11-01","2016-10-02",10065
"MBESS","2016-09-23","2016-10-02",1285
"mbest","2016-03-08","2016-10-02",6456
"MBI","2012-10-29","2016-10-02",8699
"mblm","2013-12-31","2016-10-02",11008
"MBmca","2015-01-13","2016-10-02",5326
"mbmdr","2012-10-06","2016-10-02",9250
"mboost","2016-03-12","2016-10-02",19609
"MBSGS","2016-08-27","2016-10-02",148
"MBTAr","2015-09-18","2016-10-02",2310
"mBvs","2015-12-05","2016-10-02",1468
"mc2d","2016-02-15","2016-10-02",10864
"MC2toPath","2014-05-18","2016-10-02",5919
"MCAPS","2012-10-10","2016-10-02",10001
"mcbiopi","2012-10-06","2016-10-02",10744
"mcc","2014-07-04","2016-10-02",5208
"mcclust","2012-10-10","2016-10-02",12260
"MCDA","2015-11-05","2016-10-02",2483
"MCDM","2016-09-22","2016-10-02",123
"mcemGLM","2015-11-29","2016-10-02",1748
"mcga","2016-05-12","2016-10-02",1404
"mcgfa","2016-10-02","2016-10-02",2
"mcgibbsit","2013-10-25","2016-10-02",9637
"mcglm","2016-06-10","2016-10-02",456
"mcGlobaloptim","2013-10-13","2016-10-02",10518
"mcheatmaps","2014-04-29","2016-10-02",5840
"MChtest","2012-11-01","2016-10-02",10857
"MCI","2016-09-01","2016-10-02",185
"mcIRT","2014-08-30","2016-10-02",7320
"MCL","2015-03-11","2016-10-02",5000
"mclcar","2016-08-05","2016-10-02",337
"mcll","2014-03-01","2016-10-02",6723
"mclogit","2014-10-14","2016-10-02",6752
"mclust","2016-03-31","2016-10-02",127564
"mcmc","2015-07-17","2016-10-02",45121
"MCMC.OTU","2016-02-12","2016-10-02",1582
"MCMC.qpcr","2015-10-28","2016-10-02",2737
"MCMC4Extremes","2016-07-14","2016-10-02",501
"MCMCglmm","2016-01-30","2016-10-02",21141
"MCMCpack","2016-08-21","2016-10-02",11983
"mcmcplots","2015-03-19","2016-10-02",9475
"mcmcse","2016-03-25","2016-10-02",1561
"mco","2014-11-29","2016-10-02",12905
"Mcomp","2013-06-19","2016-10-02",18611
"MConjoint","2013-06-20","2016-10-02",7542
"mcPAFit","2016-05-25","2016-10-02",465
"MCPAN","2016-01-12","2016-10-02",3279
"mcparallelDo","2016-07-25","2016-10-02",376
"MCPerm","2013-06-17","2016-10-02",8473
"MCPMod","2014-11-26","2016-10-02",7617
"mcprofile","2014-11-18","2016-10-02",6696
"mcr","2014-02-12","2016-10-02",8607
"MCS","2015-03-22","2016-10-02",4123
"mcsm","2012-10-06","2016-10-02",12965
"McSpatial","2013-05-27","2016-10-02",15927
"mctest","2016-06-29","2016-10-02",353
"MCTM","2015-05-14","2016-10-02",3000
"md","2016-02-21","2016-10-02",981
"mda","2016-08-06","2016-10-02",9275
"mdatools","2015-11-30","2016-10-02",2512
"mded","2015-04-27","2016-10-02",3628
"mdhglm","2016-09-19","2016-10-02",118
"MDimNormn","2015-08-12","2016-10-02",2202
"MDM","2013-07-10","2016-10-02",8692
"MDMR","2016-09-20","2016-10-02",109
"MDplot","2016-04-28","2016-10-02",738
"MDPtoolbox","2014-07-22","2016-10-02",9102
"MDR","2012-10-06","2016-10-02",10099
"mdscore","2014-10-18","2016-10-02",4558
"mdsdt","2016-03-12","2016-10-02",1111
"MDSGUI","2014-10-20","2016-10-02",4653
"mdsr","2016-08-29","2016-10-02",319
"MeanShift","2016-04-23","2016-10-02",974
"meanShiftR","2016-08-31","2016-10-02",125
"measurements","2016-07-27","2016-10-02",478
